Year,City,Sport,Discipline,NOC,Event,Event gender,Medal,new_column
1924,Chamonix,Skating,Figure skating,AUT,individual,M,Silver,fuck_off
1924,Chamonix,Skating,Figure skating,AUT,individual,W,Gold,fuck_off
1924,Chamonix,Skating,Figure skating,AUT,pairs,X,Gold,fuck_off
1924,Chamonix,Bobsleigh,Bobsleigh,BEL,four-man,M,Bronze,fuck_off
1924,Chamonix,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold,fuck_off
1924,Chamonix,Biathlon,Biathlon,FIN,military patrol,M,Silver,fuck_off
1924,Chamonix,Skating,Figure skating,FIN,pairs,X,Silver,fuck_off
1924,Chamonix,Skating,Speed skating,FIN,10000m,M,Gold,fuck_off
1924,Chamonix,Skating,Speed skating,FIN,10000m,M,Silver,fuck_off
1924,Chamonix,Skating,Speed skating,FIN,1500m,M,Gold,fuck_off
1924,Chamonix,Skating,Speed skating,FIN,5000m,M,Gold,fuck_off
1924,Chamonix,Skating,Speed skating,FIN,5000m,M,Silver,fuck_off
1924,Chamonix,Skating,Speed skating,FIN,500m,M,Bronze,fuck_off
1924,Chamonix,Skating,Speed skating,FIN,combined (4 events),M,Bronze,fuck_off
1924,Chamonix,Skating,Speed skating,FIN,combined (4 events),M,Gold,fuck_off
1924,Chamonix,Skiing,Cross Country S,FIN,18km,M,Bronze,fuck_off
1924,Chamonix,Biathlon,Biathlon,FRA,military patrol,M,Bronze,fuck_off
1924,Chamonix,Curling,Curling,FRA,curling,M,Bronze,fuck_off
1924,Chamonix,Skating,Figure skating,FRA,pairs,X,Bronze,fuck_off
1924,Chamonix,Bobsleigh,Bobsleigh,GBR,four-man,M,Silver,fuck_off
1924,Chamonix,Curling,Curling,GBR,curling,M,Gold,fuck_off
1924,Chamonix,Ice Hockey,Ice Hockey,GBR,ice hockey,M,Bronze,fuck_off
1924,Chamonix,Skating,Figure skating,GBR,individual,W,Bronze,fuck_off
1924,Chamonix,Skating,Speed skating,NOR,10000m,M,Bronze,fuck_off
1924,Chamonix,Skating,Speed skating,NOR,1500m,M,Bronze,fuck_off
1924,Chamonix,Skating,Speed skating,NOR,1500m,M,Silver,fuck_off
1924,Chamonix,Skating,Speed skating,NOR,5000m,M,Bronze,fuck_off
1924,Chamonix,Skating,Speed skating,NOR,500m,M,Bronze,fuck_off
1924,Chamonix,Skating,Speed skating,NOR,500m,M,Silver,fuck_off
1924,Chamonix,Skating,Speed skating,NOR,combined (4 events),M,Silver,fuck_off
1924,Chamonix,Skiing,Cross Country S,NOR,18km,M,Gold,fuck_off
1924,Chamonix,Skiing,Cross Country S,NOR,18km,M,Silver,fuck_off
1924,Chamonix,Skiing,Cross Country S,NOR,50km,M,Bronze,fuck_off
1924,Chamonix,Skiing,Cross Country S,NOR,50km,M,Gold,fuck_off
1924,Chamonix,Skiing,Cross Country S,NOR,50km,M,Silver,fuck_off
1924,Chamonix,Skiing,Nordic Combined,NOR,individual,M,Bronze,fuck_off
1924,Chamonix,Skiing,Nordic Combined,NOR,individual,M,Gold,fuck_off
1924,Chamonix,Skiing,Nordic Combined,NOR,individual,M,Silver,fuck_off
1924,Chamonix,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,fuck_off
1924,Chamonix,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,fuck_off
1924,Chamonix,Biathlon,Biathlon,SUI,military patrol,M,Gold,fuck_off
1924,Chamonix,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold,fuck_off
1924,Chamonix,Skating,Figure skating,SUI,individual,M,Bronze,fuck_off
1924,Chamonix,Curling,Curling,SWE,curling,M,Silver,fuck_off
1924,Chamonix,Skating,Figure skating,SWE,individual,M,Gold,fuck_off
1924,Chamonix,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,fuck_off
1924,Chamonix,Skating,Figure skating,USA,individual,W,Silver,fuck_off
1924,Chamonix,Skating,Speed skating,USA,500m,M,Gold,fuck_off
1924,Chamonix,Skiing,Ski Jumping,USA,K90 individual (70m),M,Bronze,fuck_off
1928,St. Moritz,Skating,Figure skating,AUT,individual,M,Silver,fuck_off
1928,St. Moritz,Skating,Figure skating,AUT,individual,W,Silver,fuck_off
1928,St. Moritz,Skating,Figure skating,AUT,pairs,X,Bronze,fuck_off
1928,St. Moritz,Skating,Figure skating,AUT,pairs,X,Silver,fuck_off
1928,St. Moritz,Skating,Figure skating,BEL,individual,M,Bronze,fuck_off
1928,St. Moritz,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold,fuck_off
1928,St. Moritz,Skating,Speed skating,FIN,1500m,M,Gold,fuck_off
1928,St. Moritz,Skating,Speed skating,FIN,5000m,M,Silver,fuck_off
1928,St. Moritz,Skating,Speed skating,FIN,500m,M,Bronze,fuck_off
1928,St. Moritz,Skating,Speed skating,FIN,500m,M,Gold,fuck_off
1928,St. Moritz,Skating,Figure skating,FRA,pairs,X,Gold,fuck_off
1928,St. Moritz,Bobsleigh,Skeleton,GBR,individual,M,Bronze,fuck_off
1928,St. Moritz,Bobsleigh,Bobsleigh,GER,five-man,M,Bronze,fuck_off
1928,St. Moritz,Skating,Figure skating,NOR,individual,W,Gold,fuck_off
1928,St. Moritz,Skating,Speed skating,NOR,1500m,M,Bronze,fuck_off
1928,St. Moritz,Skating,Speed skating,NOR,1500m,M,Silver,fuck_off
1928,St. Moritz,Skating,Speed skating,NOR,5000m,M,Bronze,fuck_off
1928,St. Moritz,Skating,Speed skating,NOR,5000m,M,Gold,fuck_off
1928,St. Moritz,Skating,Speed skating,NOR,500m,M,Bronze,fuck_off
1928,St. Moritz,Skating,Speed skating,NOR,500m,M,Gold,fuck_off
1928,St. Moritz,Skiing,Cross Country S,NOR,18km,M,Bronze,fuck_off
1928,St. Moritz,Skiing,Cross Country S,NOR,18km,M,Gold,fuck_off
1928,St. Moritz,Skiing,Cross Country S,NOR,18km,M,Silver,fuck_off
1928,St. Moritz,Skiing,Nordic Combined,NOR,individual,M,Bronze,fuck_off
1928,St. Moritz,Skiing,Nordic Combined,NOR,individual,M,Gold,fuck_off
1928,St. Moritz,Skiing,Nordic Combined,NOR,individual,M,Silver,fuck_off
1928,St. Moritz,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,fuck_off
1928,St. Moritz,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,fuck_off
1928,St. Moritz,Ice Hockey,Ice Hockey,SUI,ice hockey,M,Bronze,fuck_off
1928,St. Moritz,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Silver,fuck_off
1928,St. Moritz,Skating,Figure skating,SWE,individual,M,Gold,fuck_off
1928,St. Moritz,Skiing,Cross Country S,SWE,50km,M,Bronze,fuck_off
1928,St. Moritz,Skiing,Cross Country S,SWE,50km,M,Gold,fuck_off
1928,St. Moritz,Skiing,Cross Country S,SWE,50km,M,Silver,fuck_off
1928,St. Moritz,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Bronze,fuck_off
1928,St. Moritz,Bobsleigh,Bobsleigh,USA,five-man,M,Gold,fuck_off
1928,St. Moritz,Bobsleigh,Bobsleigh,USA,five-man,M,Silver,fuck_off
1928,St. Moritz,Bobsleigh,Skeleton,USA,individual,M,Gold,fuck_off
1928,St. Moritz,Bobsleigh,Skeleton,USA,individual,M,Silver,fuck_off
1928,St. Moritz,Skating,Figure skating,USA,individual,W,Bronze,fuck_off
1928,St. Moritz,Skating,Speed skating,USA,500m,M,Bronze,fuck_off
1932,Lake Placid,Skating,Figure skating,AUT,individual,M,Gold,fuck_off
1932,Lake Placid,Skating,Figure skating,AUT,individual,W,Silver,fuck_off
1932,Lake Placid,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold,fuck_off
1932,Lake Placid,Skating,Figure skating,CAN,individual,M,Bronze,fuck_off
1932,Lake Placid,Skating,Speed skating,CAN,10000m,M,Bronze,fuck_off
1932,Lake Placid,Skating,Speed skating,CAN,1500m,M,Bronze,fuck_off
1932,Lake Placid,Skating,Speed skating,CAN,1500m,M,Silver,fuck_off
1932,Lake Placid,Skating,Speed skating,CAN,5000m,M,Bronze,fuck_off
1932,Lake Placid,Skating,Speed skating,CAN,500m,M,Bronze,fuck_off
1932,Lake Placid,Skiing,Cross Country S,FIN,18km,M,Bronze,fuck_off
1932,Lake Placid,Skiing,Cross Country S,FIN,50km,M,Gold,fuck_off
1932,Lake Placid,Skiing,Cross Country S,FIN,50km,M,Silver,fuck_off
1932,Lake Placid,Skating,Figure skating,FRA,pairs,X,Gold,fuck_off
1932,Lake Placid,Bobsleigh,Bobsleigh,GER,four-man,M,Bronze,fuck_off
1932,Lake Placid,Ice Hockey,Ice Hockey,GER,ice hockey,M,Bronze,fuck_off
1932,Lake Placid,Skating,Figure skating,HUN,pairs,X,Bronze,fuck_off
1932,Lake Placid,Skating,Figure skating,NOR,individual,W,Gold,fuck_off
1932,Lake Placid,Skating,Speed skating,NOR,10000m,M,Silver,fuck_off
1932,Lake Placid,Skating,Speed skating,NOR,500m,M,Silver,fuck_off
1932,Lake Placid,Skiing,Cross Country S,NOR,50km,M,Bronze,fuck_off
1932,Lake Placid,Skiing,Nordic Combined,NOR,individual,M,Bronze,fuck_off
1932,Lake Placid,Skiing,Nordic Combined,NOR,individual,M,Gold,fuck_off
1932,Lake Placid,Skiing,Nordic Combined,NOR,individual,M,Silver,fuck_off
1932,Lake Placid,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze,fuck_off
1932,Lake Placid,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,fuck_off
1932,Lake Placid,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,fuck_off
1932,Lake Placid,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver,fuck_off
1932,Lake Placid,Skating,Figure skating,SWE,individual,M,Silver,fuck_off
1932,Lake Placid,Skiing,Cross Country S,SWE,18km,M,Gold,fuck_off
1932,Lake Placid,Skiing,Cross Country S,SWE,18km,M,Silver,fuck_off
1932,Lake Placid,Bobsleigh,Bobsleigh,USA,four-man,M,Gold,fuck_off
1932,Lake Placid,Bobsleigh,Bobsleigh,USA,four-man,M,Silver,fuck_off
1932,Lake Placid,Bobsleigh,Bobsleigh,USA,two-man,M,Bronze,fuck_off
1932,Lake Placid,Bobsleigh,Bobsleigh,USA,two-man,M,Gold,fuck_off
1932,Lake Placid,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,fuck_off
1932,Lake Placid,Skating,Figure skating,USA,individual,W,Bronze,fuck_off
1932,Lake Placid,Skating,Figure skating,USA,pairs,X,Silver,fuck_off
1932,Lake Placid,Skating,Speed skating,USA,10000m,M,Gold,fuck_off
1932,Lake Placid,Skating,Speed skating,USA,1500m,M,Gold,fuck_off
1932,Lake Placid,Skating,Speed skating,USA,5000m,M,Gold,fuck_off
1932,Lake Placid,Skating,Speed skating,USA,5000m,M,Silver,fuck_off
1932,Lake Placid,Skating,Speed skating,USA,500m,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skating,Figure skating,AUT,individual,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skating,Figure skating,AUT,individual,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skating,Figure skating,AUT,pairs,X,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,AUT,10000m,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,FIN,10000m,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,FIN,1500m,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,FIN,5000m,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,FIN,5000m,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,FIN,18km,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,FIN,4x10km relay,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,FRA,alpine combined,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,GBR,four-man,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey,GBR,ice hockey,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skating,Figure skating,GBR,individual,W,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skating,Figure skating,GER,individual,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skating,Figure skating,GER,pairs,X,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,GER,alpine combined,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,GER,alpine combined,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,GER,alpine combined,W,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,GER,alpine combined,W,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skating,Figure skating,HUN,pairs,X,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skating,Figure skating,NOR,individual,W,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,10000m,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,1500m,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,1500m,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,5000m,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,500m,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,NOR,500m,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Alpine Skiing,NOR,alpine combined,W,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,NOR,18km,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Nordic Combined,NOR,individual,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Nordic Combined,NOR,individual,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Nordic Combined,NOR,individual,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skating,Figure skating,SWE,individual,W,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,SWE,18km,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,SWE,50km,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,SWE,50km,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Cross Country S,SWE,50km,M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Skiing,Ski Jumping,SWE,K90 individual (70m),M,Silver,fuck_off
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,USA,two-man,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh,USA,two-man,M,Gold,fuck_off
1936,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey,USA,ice hockey,M,Bronze,fuck_off
1936,Garmisch-Partenkirchen,Skating,Speed skating,USA,500m,M,Bronze,fuck_off
1948,St. Moritz,Skating,Figure skating,AUT,individual,M,Bronze,fuck_off
1948,St. Moritz,Skating,Figure skating,AUT,individual,W,Silver,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,AUT,alpine combined,W,Bronze,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,AUT,alpine combined,W,Gold,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,AUT,downhill,M,Silver,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,AUT,downhill,W,Silver,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,AUT,slalom,W,Bronze,fuck_off
1948,St. Moritz,Bobsleigh,Bobsleigh,BEL,four-man,M,Silver,fuck_off
1948,St. Moritz,Skating,Figure skating,BEL,pairs,X,Gold,fuck_off
1948,St. Moritz,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold,fuck_off
1948,St. Moritz,Skating,Figure skating,CAN,individual,W,Gold,fuck_off
1948,St. Moritz,Skating,Figure skating,CAN,pairs,X,Bronze,fuck_off
1948,St. Moritz,Skating,Speed skating,FIN,10000m,M,Bronze,fuck_off
1948,St. Moritz,Skating,Speed skating,FIN,10000m,M,Silver,fuck_off
1948,St. Moritz,Skiing,Cross Country S,FIN,4x10km relay,M,Silver,fuck_off
1948,St. Moritz,Skiing,Cross Country S,FIN,50km,M,Bronze,fuck_off
1948,St. Moritz,Skiing,Nordic Combined,FIN,individual,M,Gold,fuck_off
1948,St. Moritz,Skiing,Nordic Combined,FIN,individual,M,Silver,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,FRA,alpine combined,M,Bronze,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,FRA,alpine combined,M,Gold,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,FRA,downhill,M,Gold,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,FRA,slalom,M,Bronze,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,FRA,slalom,M,Silver,fuck_off
1948,St. Moritz,Bobsleigh,Skeleton,GBR,individual,M,Bronze,fuck_off
1948,St. Moritz,Skating,Figure skating,GBR,individual,W,Bronze,fuck_off
1948,St. Moritz,Skating,Figure skating,HUN,pairs,X,Silver,fuck_off
1948,St. Moritz,Bobsleigh,Skeleton,ITA,individual,M,Gold,fuck_off
1948,St. Moritz,Skating,Speed skating,NOR,1500m,M,Bronze,fuck_off
1948,St. Moritz,Skating,Speed skating,NOR,1500m,M,Gold,fuck_off
1948,St. Moritz,Skating,Speed skating,NOR,5000m,M,Gold,fuck_off
1948,St. Moritz,Skating,Speed skating,NOR,5000m,M,Silver,fuck_off
1948,St. Moritz,Skating,Speed skating,NOR,500m,M,Gold,fuck_off
1948,St. Moritz,Skating,Speed skating,NOR,500m,M,Silver,fuck_off
1948,St. Moritz,Skiing,Cross Country S,NOR,4x10km relay,M,Bronze,fuck_off
1948,St. Moritz,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze,fuck_off
1948,St. Moritz,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,fuck_off
1948,St. Moritz,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,fuck_off
1948,St. Moritz,Bobsleigh,Bobsleigh,SUI,two-man,M,Gold,fuck_off
1948,St. Moritz,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver,fuck_off
1948,St. Moritz,Ice Hockey,Ice Hockey,SUI,ice hockey,M,Bronze,fuck_off
1948,St. Moritz,Skating,Figure skating,SUI,individual,M,Silver,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,SUI,alpine combined,M,Silver,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,SUI,downhill,M,Bronze,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,SUI,downhill,M,Bronze,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,SUI,downhill,W,Gold,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,SUI,slalom,M,Gold,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,SUI,slalom,W,Silver,fuck_off
1948,St. Moritz,Skating,Speed skating,SWE,10000m,M,Gold,fuck_off
1948,St. Moritz,Skating,Speed skating,SWE,1500m,M,Silver,fuck_off
1948,St. Moritz,Skating,Speed skating,SWE,5000m,M,Bronze,fuck_off
1948,St. Moritz,Skiing,Cross Country S,SWE,18km,M,Bronze,fuck_off
1948,St. Moritz,Skiing,Cross Country S,SWE,18km,M,Gold,fuck_off
1948,St. Moritz,Skiing,Cross Country S,SWE,18km,M,Silver,fuck_off
1948,St. Moritz,Skiing,Cross Country S,SWE,4x10km relay,M,Gold,fuck_off
1948,St. Moritz,Skiing,Cross Country S,SWE,50km,M,Gold,fuck_off
1948,St. Moritz,Skiing,Cross Country S,SWE,50km,M,Silver,fuck_off
1948,St. Moritz,Skiing,Nordic Combined,SWE,individual,M,Bronze,fuck_off
1948,St. Moritz,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver,fuck_off
1948,St. Moritz,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze,fuck_off
1948,St. Moritz,Bobsleigh,Bobsleigh,USA,four-man,M,Gold,fuck_off
1948,St. Moritz,Bobsleigh,Bobsleigh,USA,two-man,M,Bronze,fuck_off
1948,St. Moritz,Bobsleigh,Skeleton,USA,individual,M,Silver,fuck_off
1948,St. Moritz,Skating,Figure skating,USA,individual,M,Gold,fuck_off
1948,St. Moritz,Skating,Speed skating,USA,500m,M,Silver,fuck_off
1948,St. Moritz,Skating,Speed skating,USA,500m,M,Silver,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,USA,alpine combined,W,Silver,fuck_off
1948,St. Moritz,Skiing,Alpine Skiing,USA,slalom,W,Gold,fuck_off
1952,Oslo,Skating,Figure skating,AUT,individual,M,Silver,fuck_off
1952,Oslo,Skiing,Alpine Skiing,AUT,downhill,M,Bronze,fuck_off
1952,Oslo,Skiing,Alpine Skiing,AUT,downhill,M,Silver,fuck_off
1952,Oslo,Skiing,Alpine Skiing,AUT,downhill,W,Gold,fuck_off
1952,Oslo,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,fuck_off
1952,Oslo,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver,fuck_off
1952,Oslo,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver,fuck_off
1952,Oslo,Skiing,Alpine Skiing,AUT,slalom,M,Gold,fuck_off
1952,Oslo,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold,fuck_off
1952,Oslo,Skating,Speed skating,CAN,500m,M,Bronze,fuck_off
1952,Oslo,Skiing,Cross Country S,FIN,10km,W,Bronze,fuck_off
1952,Oslo,Skiing,Cross Country S,FIN,10km,W,Gold,fuck_off
1952,Oslo,Skiing,Cross Country S,FIN,10km,W,Silver,fuck_off
1952,Oslo,Skiing,Cross Country S,FIN,18km,M,Bronze,fuck_off
1952,Oslo,Skiing,Cross Country S,FIN,18km,M,Silver,fuck_off
1952,Oslo,Skiing,Cross Country S,FIN,4x10km relay,M,Gold,fuck_off
1952,Oslo,Skiing,Cross Country S,FIN,50km,M,Gold,fuck_off
1952,Oslo,Skiing,Cross Country S,FIN,50km,M,Silver,fuck_off
1952,Oslo,Skiing,Nordic Combined,FIN,individual,M,Silver,fuck_off
1952,Oslo,Skating,Figure skating,FRA,individual,W,Bronze,fuck_off
1952,Oslo,Bobsleigh,Bobsleigh,FRG,four-man,M,Gold,fuck_off
1952,Oslo,Bobsleigh,Bobsleigh,FRG,two-man,M,Gold,fuck_off
1952,Oslo,Skating,Figure skating,GBR,individual,W,Gold,fuck_off
1952,Oslo,Skating,Figure skating,GER,pairs,X,Gold,fuck_off
1952,Oslo,Skiing,Alpine Skiing,GER,downhill,W,Silver,fuck_off
1952,Oslo,Skiing,Alpine Skiing,GER,giant slalom,W,Bronze,fuck_off
1952,Oslo,Skiing,Alpine Skiing,GER,slalom,W,Bronze,fuck_off
1952,Oslo,Skiing,Alpine Skiing,GER,slalom,W,Silver,fuck_off
1952,Oslo,Skating,Figure skating,HUN,pairs,X,Bronze,fuck_off
1952,Oslo,Skiing,Alpine Skiing,ITA,downhill,M,Gold,fuck_off
1952,Oslo,Skiing,Alpine Skiing,ITA,downhill,W,Bronze,fuck_off
1952,Oslo,Skating,Speed skating,NED,10000m,M,Silver,fuck_off
1952,Oslo,Skating,Speed skating,NED,1500m,M,Silver,fuck_off
1952,Oslo,Skating,Speed skating,NED,5000m,M,Silver,fuck_off
1952,Oslo,Skating,Speed skating,NOR,10000m,M,Gold,fuck_off
1952,Oslo,Skating,Speed skating,NOR,1500m,M,Bronze,fuck_off
1952,Oslo,Skating,Speed skating,NOR,1500m,M,Gold,fuck_off
1952,Oslo,Skating,Speed skating,NOR,5000m,M,Bronze,fuck_off
1952,Oslo,Skating,Speed skating,NOR,5000m,M,Gold,fuck_off
1952,Oslo,Skating,Speed skating,NOR,500m,M,Bronze,fuck_off
1952,Oslo,Skiing,Alpine Skiing,NOR,giant slalom,M,Gold,fuck_off
1952,Oslo,Skiing,Alpine Skiing,NOR,slalom,M,Bronze,fuck_off
1952,Oslo,Skiing,Alpine Skiing,NOR,slalom,M,Silver,fuck_off
1952,Oslo,Skiing,Cross Country S,NOR,18km,M,Gold,fuck_off
1952,Oslo,Skiing,Cross Country S,NOR,4x10km relay,M,Silver,fuck_off
1952,Oslo,Skiing,Cross Country S,NOR,50km,M,Bronze,fuck_off
1952,Oslo,Skiing,Nordic Combined,NOR,individual,M,Bronze,fuck_off
1952,Oslo,Skiing,Nordic Combined,NOR,individual,M,Gold,fuck_off
1952,Oslo,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,fuck_off
1952,Oslo,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver,fuck_off
1952,Oslo,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze,fuck_off
1952,Oslo,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,fuck_off
1952,Oslo,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Bronze,fuck_off
1952,Oslo,Skating,Speed skating,SWE,10000m,M,Bronze,fuck_off
1952,Oslo,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze,fuck_off
1952,Oslo,Skiing,Ski Jumping,SWE,K90 individual (70m),M,Bronze,fuck_off
1952,Oslo,Bobsleigh,Bobsleigh,USA,four-man,M,Silver,fuck_off
1952,Oslo,Bobsleigh,Bobsleigh,USA,two-man,M,Silver,fuck_off
1952,Oslo,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,fuck_off
1952,Oslo,Skating,Figure skating,USA,individual,M,Bronze,fuck_off
1952,Oslo,Skating,Figure skating,USA,individual,M,Gold,fuck_off
1952,Oslo,Skating,Figure skating,USA,individual,W,Silver,fuck_off
1952,Oslo,Skating,Figure skating,USA,pairs,X,Silver,fuck_off
1952,Oslo,Skating,Speed skating,USA,500m,M,Gold,fuck_off
1952,Oslo,Skating,Speed skating,USA,500m,M,Silver,fuck_off
1952,Oslo,Skiing,Alpine Skiing,USA,giant slalom,W,Gold,fuck_off
1952,Oslo,Skiing,Alpine Skiing,USA,slalom,W,Gold,fuck_off
1956,Cortina d'Ampezzo,Skating,Figure skating,AUT,individual,W,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skating,Figure skating,AUT,pairs,X,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,downhill,M,Bronze,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,downhill,M,Gold,fuck_off
1956,Cortina d'Ampezzo,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,fuck_off
