Year,City,Sport,Discipline,NOC,Event,Event gender,Medal,new_column
2002,Salt Lake City,Biathlon,Biathlon,RUS,20km,M,Bronze,fuck_off
2002,Salt Lake City,Biathlon,Biathlon,RUS,4x7.5km relay,W,Bronze,fuck_off
2002,Salt Lake City,Ice Hockey,Ice Hockey,RUS,ice hockey,M,Bronze,fuck_off
2002,Salt Lake City,Skating,Figure skating,RUS,ice dancing,X,Silver,fuck_off
2002,Salt Lake City,Skating,Figure skating,RUS,individual,M,Gold,fuck_off
2002,Salt Lake City,Skating,Figure skating,RUS,individual,M,Silver,fuck_off
2002,Salt Lake City,Skating,Figure skating,RUS,individual,W,Silver,fuck_off
2002,Salt Lake City,Skating,Figure skating,RUS,pairs,X,Gold,fuck_off
2002,Salt Lake City,Skiing,Cross Country S,RUS,10km,W,Silver,fuck_off
2002,Salt Lake City,Skiing,Cross Country S,RUS,15km mass start,W,Bronze,fuck_off
2002,Salt Lake City,Skiing,Cross Country S,RUS,50km,M,Gold,fuck_off
2002,Salt Lake City,Skiing,Cross Country S,RUS,sprint 1.5km,W,Gold,fuck_off
2002,Salt Lake City,Skiing,Ski Jumping,SLO,K120 team (90m),M,Bronze,fuck_off
2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,fuck_off
2002,Salt Lake City,Bobsleigh,Bobsleigh,SUI,two-man,M,Silver,fuck_off
2002,Salt Lake City,Bobsleigh,Skeleton,SUI,individual,M,Bronze,fuck_off
2002,Salt Lake City,Curling,Curling,SUI,curling,M,Bronze,fuck_off
2002,Salt Lake City,Curling,Curling,SUI,curling,W,Silver,fuck_off
2002,Salt Lake City,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze,fuck_off
2002,Salt Lake City,Skiing,Cross Country S,SUI,4x5km relay,W,Bronze,fuck_off
2002,Salt Lake City,Skiing,Ski Jumping,SUI,K120 individual (90m),M,Gold,fuck_off
2002,Salt Lake City,Skiing,Ski Jumping,SUI,K90 individual (70m),M,Gold,fuck_off
2002,Salt Lake City,Skiing,Snowboard,SUI,Giant parallel slalom,M,Gold,fuck_off
2002,Salt Lake City,Skiing,Snowboard,SUI,Half-pipe,W,Bronze,fuck_off
2002,Salt Lake City,Biathlon,Biathlon,SWE,15km,W,Bronze,fuck_off
2002,Salt Lake City,Biathlon,Biathlon,SWE,7.5km,W,Bronze,fuck_off
2002,Salt Lake City,Ice Hockey,Ice Hockey,SWE,ice hockey,W,Bronze,fuck_off
2002,Salt Lake City,Skiing,Alpine Skiing,SWE,giant slalom,W,Silver,fuck_off
2002,Salt Lake City,Skiing,Alpine Skiing,SWE,slalom,W,Bronze,fuck_off
2002,Salt Lake City,Skiing,Cross Country S,SWE,10km pursuit,M,Bronze,fuck_off
2002,Salt Lake City,Skiing,Snowboard,SWE,Giant parallel slalom,M,Silver,fuck_off
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze,fuck_off
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,four-man,M,Silver,fuck_off
2002,Salt Lake City,Bobsleigh,Bobsleigh,USA,two-man,W,Gold,fuck_off
2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,M,Gold,fuck_off
2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,W,Gold,fuck_off
2002,Salt Lake City,Bobsleigh,Skeleton,USA,individual,W,Silver,fuck_off
2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver,fuck_off
2002,Salt Lake City,Ice Hockey,Ice Hockey,USA,ice hockey,W,Silver,fuck_off
2002,Salt Lake City,Luge,Luge,USA,doubles,X,Bronze,fuck_off
2002,Salt Lake City,Luge,Luge,USA,doubles,X,Silver,fuck_off
2002,Salt Lake City,Skating,Figure skating,USA,individual,M,Bronze,fuck_off
2002,Salt Lake City,Skating,Figure skating,USA,individual,W,Bronze,fuck_off
2002,Salt Lake City,Skating,Figure skating,USA,individual,W,Gold,fuck_off
2002,Salt Lake City,Skating,Short Track S.,USA,1000m,M,Silver,fuck_off
2002,Salt Lake City,Skating,Short Track S.,USA,1500m,M,Gold,fuck_off
2002,Salt Lake City,Skating,Short Track S.,USA,500m,M,Bronze,fuck_off
2002,Salt Lake City,Skating,Speed skating,USA,1000m,M,Bronze,fuck_off
2002,Salt Lake City,Skating,Speed skating,USA,1000m,W,Bronze,fuck_off
2002,Salt Lake City,Skating,Speed skating,USA,1000m,W,Gold,fuck_off
2002,Salt Lake City,Skating,Speed skating,USA,1500m,M,Gold,fuck_off
2002,Salt Lake City,Skating,Speed skating,USA,1500m,W,Bronze,fuck_off
2002,Salt Lake City,Skating,Speed skating,USA,5000m,M,Silver,fuck_off
2002,Salt Lake City,Skating,Speed skating,USA,500m,M,Bronze,fuck_off
2002,Salt Lake City,Skating,Speed skating,USA,500m,M,Gold,fuck_off
2002,Salt Lake City,Skiing,Alpine Skiing,USA,alpine combined,M,Silver,fuck_off
2002,Salt Lake City,Skiing,Alpine Skiing,USA,giant slalom,M,Silver,fuck_off
2002,Salt Lake City,Skiing,Freestyle Ski.,USA,aerials,M,Silver,fuck_off
2002,Salt Lake City,Skiing,Freestyle Ski.,USA,moguls,M,Silver,fuck_off
2002,Salt Lake City,Skiing,Freestyle Ski.,USA,moguls,W,Silver,fuck_off
2002,Salt Lake City,Skiing,Snowboard,USA,Giant parallel slalom,M,Bronze,fuck_off
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Bronze,fuck_off
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Gold,fuck_off
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,M,Silver,fuck_off
2002,Salt Lake City,Skiing,Snowboard,USA,Half-pipe,W,Gold,fuck_off
2006,Turin,Skiing,Freestyle Ski.,AUS,aerials,W,Bronze,fuck_off
2006,Turin,Skiing,Freestyle Ski.,AUS,moguls,M,Gold,fuck_off
2006,Turin,Luge,Luge,AUT,doubles,X,Gold,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,Alpine combined,M,Bronze,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,Alpine combined,W,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,downhill,M,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,downhill,W,Gold,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,giant slalom,M,Gold,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Bronze,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Gold,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,M,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,W,Bronze,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,slalom,W,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,super-G,M,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,super-G,W,Bronze,fuck_off
2006,Turin,Skiing,Alpine Skiing,AUT,super-G,W,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,AUT,50km,M,Bronze,fuck_off
2006,Turin,Skiing,Nordic Combined,AUT,Individual,M,Silver,fuck_off
2006,Turin,Skiing,Nordic Combined,AUT,Individual sprint,M,Gold,fuck_off
2006,Turin,Skiing,Nordic Combined,AUT,Team,M,Gold,fuck_off
2006,Turin,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Gold,fuck_off
2006,Turin,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver,fuck_off
2006,Turin,Skiing,Ski Jumping,AUT,K120 team (90m),M,Gold,fuck_off
2006,Turin,Skiing,Snowboard,AUT,Giant parallel slalom,M,Bronze,fuck_off
2006,Turin,Skiing,Freestyle Ski.,BLR,aerials,M,Silver,fuck_off
2006,Turin,Skating,Short Track S.,BUL,500m,W,Silver,fuck_off
2006,Turin,Bobsleigh,Bobsleigh,CAN,two-man,M,Silver,fuck_off
2006,Turin,Bobsleigh,Skeleton,CAN,individual,M,Gold,fuck_off
2006,Turin,Bobsleigh,Skeleton,CAN,individual,M,Silver,fuck_off
2006,Turin,Bobsleigh,Skeleton,CAN,individual,W,Bronze,fuck_off
2006,Turin,Curling,Curling,CAN,curling,M,Gold,fuck_off
2006,Turin,Curling,Curling,CAN,curling,W,Bronze,fuck_off
2006,Turin,Ice Hockey,Ice Hockey,CAN,ice hockey,W,Gold,fuck_off
2006,Turin,Skating,Figure skating,CAN,individual,M,Bronze,fuck_off
2006,Turin,Skating,Short Track S.,CAN,3000m relay,W,Silver,fuck_off
2006,Turin,Skating,Short Track S.,CAN,5000m relay,M,Silver,fuck_off
2006,Turin,Skating,Short Track S.,CAN,500m,M,Silver,fuck_off
2006,Turin,Skating,Short Track S.,CAN,500m,W,Bronze,fuck_off
2006,Turin,Skating,Speed skating,CAN,1000m,W,Silver,fuck_off
2006,Turin,Skating,Speed skating,CAN,1500m,W,Gold,fuck_off
2006,Turin,Skating,Speed skating,CAN,1500m,W,Silver,fuck_off
2006,Turin,Skating,Speed skating,CAN,3000m,W,Bronze,fuck_off
2006,Turin,Skating,Speed skating,CAN,5000m,W,Bronze,fuck_off
2006,Turin,Skating,Speed skating,CAN,5000m,W,Gold,fuck_off
2006,Turin,Skating,Speed skating,CAN,Team pursuit,M,Silver,fuck_off
2006,Turin,Skating,Speed skating,CAN,Team pursuit,W,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,CAN,sprint 1.5km,W,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,CAN,Team sprint,W,Silver,fuck_off
2006,Turin,Skiing,Freestyle Ski.,CAN,moguls,W,Gold,fuck_off
2006,Turin,Skiing,Snowboard,CAN,Snowboard Cross,W,Bronze,fuck_off
2006,Turin,Skating,Figure skating,CHN,pairs,X,Bronze,fuck_off
2006,Turin,Skating,Figure skating,CHN,pairs,X,Silver,fuck_off
2006,Turin,Skating,Short Track S.,CHN,1000m,W,Bronze,fuck_off
2006,Turin,Skating,Short Track S.,CHN,1000m,W,Silver,fuck_off
2006,Turin,Skating,Short Track S.,CHN,1500m,M,Bronze,fuck_off
2006,Turin,Skating,Short Track S.,CHN,1500m,W,Bronze,fuck_off
2006,Turin,Skating,Short Track S.,CHN,500m,W,Gold,fuck_off
2006,Turin,Skating,Speed skating,CHN,500m,W,Bronze,fuck_off
2006,Turin,Skating,Speed skating,CHN,500m,W,Silver,fuck_off
2006,Turin,Skiing,Freestyle Ski.,CHN,aerials,M,Gold,fuck_off
2006,Turin,Skiing,Freestyle Ski.,CHN,aerials,W,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,CRO,Alpine combined,M,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,CRO,Alpine combined,W,Gold,fuck_off
2006,Turin,Skiing,Alpine Skiing,CRO,super-G,W,Silver,fuck_off
2006,Turin,Ice Hockey,Ice Hockey,CZE,ice hockey,M,Bronze,fuck_off
2006,Turin,Skiing,Cross Country S,CZE,15km,M,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,CZE,30km,W,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,CZE,Combined 7.5 + 7.5km mass start,W,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,EST,10km,W,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,EST,15km,M,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,EST,Combined 7.5 + 7.5km mass start,W,Gold,fuck_off
2006,Turin,Curling,Curling,FIN,curling,M,Silver,fuck_off
2006,Turin,Ice Hockey,Ice Hockey,FIN,ice hockey,M,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,FIN,giant slalom,W,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,FIN,Team sprint,W,Bronze,fuck_off
2006,Turin,Skiing,Freestyle Ski.,FIN,moguls,M,Silver,fuck_off
2006,Turin,Skiing,Nordic Combined,FIN,Team,M,Bronze,fuck_off
2006,Turin,Skiing,Ski Jumping,FIN,K120 team (90m),M,Silver,fuck_off
2006,Turin,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver,fuck_off
2006,Turin,Skiing,Snowboard,FIN,Half-pipe,M,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,FRA,12.5km pursuit,M,Gold,fuck_off
2006,Turin,Biathlon,Biathlon,FRA,4x6km relay,W,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,FRA,4x7.5km relay,M,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,FRA,7.5km,W,Gold,fuck_off
2006,Turin,Skiing,Alpine Skiing,FRA,downhill,M,Gold,fuck_off
2006,Turin,Skiing,Alpine Skiing,FRA,giant slalom,M,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,FRA,"Sprint 1,5km",M,Silver,fuck_off
2006,Turin,Skiing,Freestyle Ski.,FRA,moguls,W,Bronze,fuck_off
2006,Turin,Skiing,Snowboard,FRA,Snowboard Cross,M,Bronze,fuck_off
2006,Turin,Bobsleigh,Skeleton,GBR,individual,W,Silver,fuck_off
2006,Turin,Biathlon,Biathlon,GER,10km,M,Gold,fuck_off
2006,Turin,Biathlon,Biathlon,GER,10km pursuit,W,Gold,fuck_off
2006,Turin,Biathlon,Biathlon,GER,10km pursuit,W,Silver,fuck_off
2006,Turin,Biathlon,Biathlon,GER,"12,5km mass start",W,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,GER,"12,5km mass start",W,Silver,fuck_off
2006,Turin,Biathlon,Biathlon,GER,12.5km pursuit,M,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,GER,15km,W,Silver,fuck_off
2006,Turin,Biathlon,Biathlon,GER,15km mass start,M,Gold,fuck_off
2006,Turin,Biathlon,Biathlon,GER,20km,M,Gold,fuck_off
2006,Turin,Biathlon,Biathlon,GER,4x6km relay,W,Silver,fuck_off
2006,Turin,Biathlon,Biathlon,GER,4x7.5km relay,M,Gold,fuck_off
2006,Turin,Bobsleigh,Bobsleigh,GER,four-man,M,Gold,fuck_off
2006,Turin,Bobsleigh,Bobsleigh,GER,two-man,M,Gold,fuck_off
2006,Turin,Bobsleigh,Bobsleigh,GER,two-man,W,Gold,fuck_off
2006,Turin,Luge,Luge,GER,doubles,X,Silver,fuck_off
2006,Turin,Luge,Luge,GER,singles,W,Bronze,fuck_off
2006,Turin,Luge,Luge,GER,singles,W,Gold,fuck_off
2006,Turin,Luge,Luge,GER,singles,W,Silver,fuck_off
2006,Turin,Skating,Speed skating,GER,1000m,W,Bronze,fuck_off
2006,Turin,Skating,Speed skating,GER,5000m,W,Silver,fuck_off
2006,Turin,Skating,Speed skating,GER,Team pursuit,W,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,GER,15km,M,Bronze,fuck_off
2006,Turin,Skiing,Cross Country S,GER,4x10km relay,M,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,GER,4x5km relay,W,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,GER,sprint 1.5km,W,Silver,fuck_off
2006,Turin,Skiing,Nordic Combined,GER,Individual,M,Gold,fuck_off
2006,Turin,Skiing,Nordic Combined,GER,Individual sprint,M,Bronze,fuck_off
2006,Turin,Skiing,Nordic Combined,GER,Team,M,Silver,fuck_off
2006,Turin,Skiing,Snowboard,GER,Giant parallel slalom,W,Silver,fuck_off
2006,Turin,Bobsleigh,Bobsleigh,ITA,two-man,W,Bronze,fuck_off
2006,Turin,Luge,Luge,ITA,doubles,X,Bronze,fuck_off
2006,Turin,Luge,Luge,ITA,singles,M,Gold,fuck_off
2006,Turin,Skating,Short Track S.,ITA,3000m relay,W,Bronze,fuck_off
2006,Turin,Skating,Speed skating,ITA,1500m,M,Gold,fuck_off
2006,Turin,Skating,Speed skating,ITA,5000m,M,Bronze,fuck_off
2006,Turin,Skating,Speed skating,ITA,Team pursuit,M,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,ITA,4x10km relay,M,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,ITA,4x5km relay,W,Bronze,fuck_off
2006,Turin,Skiing,Cross Country S,ITA,50km,M,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,ITA,Combined 15 + 15km mass start,M,Bronze,fuck_off
2006,Turin,Skating,Figure skating,JPN,individual,W,Gold,fuck_off
2006,Turin,Skating,Short Track S.,KOR,1000m,M,Gold,fuck_off
2006,Turin,Skating,Short Track S.,KOR,1000m,M,Silver,fuck_off
2006,Turin,Skating,Short Track S.,KOR,1000m,W,Gold,fuck_off
2006,Turin,Skating,Short Track S.,KOR,1500m,M,Gold,fuck_off
2006,Turin,Skating,Short Track S.,KOR,1500m,M,Silver,fuck_off
2006,Turin,Skating,Short Track S.,KOR,1500m,W,Gold,fuck_off
2006,Turin,Skating,Short Track S.,KOR,1500m,W,Silver,fuck_off
2006,Turin,Skating,Short Track S.,KOR,3000m relay,W,Gold,fuck_off
2006,Turin,Skating,Short Track S.,KOR,5000m relay,M,Gold,fuck_off
2006,Turin,Skating,Short Track S.,KOR,500m,M,Bronze,fuck_off
2006,Turin,Skating,Speed skating,KOR,500m,M,Bronze,fuck_off
2006,Turin,Luge,Luge,LAT,singles,M,Bronze,fuck_off
2006,Turin,Skating,Speed skating,NED,10000m,M,Bronze,fuck_off
2006,Turin,Skating,Speed skating,NED,10000m,M,Gold,fuck_off
2006,Turin,Skating,Speed skating,NED,1000m,M,Bronze,fuck_off
2006,Turin,Skating,Speed skating,NED,1000m,W,Gold,fuck_off
2006,Turin,Skating,Speed skating,NED,1500m,W,Bronze,fuck_off
2006,Turin,Skating,Speed skating,NED,3000m,W,Gold,fuck_off
2006,Turin,Skating,Speed skating,NED,3000m,W,Silver,fuck_off
2006,Turin,Skating,Speed skating,NED,5000m,M,Silver,fuck_off
2006,Turin,Skating,Speed skating,NED,Team pursuit,M,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,NOR,10km,M,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,NOR,10km,M,Silver,fuck_off
2006,Turin,Biathlon,Biathlon,NOR,12.5km pursuit,M,Silver,fuck_off
2006,Turin,Biathlon,Biathlon,NOR,15km mass start,M,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,NOR,20km,M,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,NOR,20km,M,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,NOR,super-G,M,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,NOR,10km,W,Bronze,fuck_off
2006,Turin,Skiing,Cross Country S,NOR,10km,W,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,NOR,Combined 15 + 15km mass start,M,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,NOR,Team sprint,M,Silver,fuck_off
2006,Turin,Skiing,Freestyle Ski.,NOR,moguls,W,Silver,fuck_off
2006,Turin,Skiing,Nordic Combined,NOR,Individual,M,Bronze,fuck_off
2006,Turin,Skiing,Nordic Combined,NOR,Individual sprint,M,Silver,fuck_off
2006,Turin,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze,fuck_off
2006,Turin,Skiing,Ski Jumping,NOR,K120 team (90m),M,Bronze,fuck_off
2006,Turin,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze,fuck_off
2006,Turin,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Gold,fuck_off
2006,Turin,Skiing,Snowboard,NOR,Half-pipe,W,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,POL,15km mass start,M,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,POL,30km,W,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,RUS,10km pursuit,W,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,RUS,15km,W,Bronze,fuck_off
2006,Turin,Biathlon,Biathlon,RUS,15km,W,Gold,fuck_off
2006,Turin,Biathlon,Biathlon,RUS,4x6km relay,W,Gold,fuck_off
2006,Turin,Biathlon,Biathlon,RUS,4x7.5km relay,M,Silver,fuck_off
2006,Turin,Bobsleigh,Bobsleigh,RUS,four-man,M,Silver,fuck_off
2006,Turin,Luge,Luge,RUS,singles,M,Silver,fuck_off
2006,Turin,Skating,Figure skating,RUS,ice dancing,X,Gold,fuck_off
2006,Turin,Skating,Figure skating,RUS,individual,M,Gold,fuck_off
2006,Turin,Skating,Figure skating,RUS,individual,W,Bronze,fuck_off
2006,Turin,Skating,Figure skating,RUS,pairs,X,Gold,fuck_off
2006,Turin,Skating,Speed skating,RUS,500m,M,Silver,fuck_off
2006,Turin,Skating,Speed skating,RUS,500m,W,Gold,fuck_off
2006,Turin,Skating,Speed skating,RUS,Team pursuit,W,Bronze,fuck_off
2006,Turin,Skiing,Cross Country S,RUS,30km,W,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,RUS,4x5km relay,W,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,RUS,50km,M,Silver,fuck_off
2006,Turin,Skiing,Cross Country S,RUS,Combined 15 + 15km mass start,M,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,RUS,Combined 7.5 + 7.5km mass start,W,Bronze,fuck_off
2006,Turin,Skiing,Cross Country S,RUS,sprint 1.5km,W,Bronze,fuck_off
2006,Turin,Skiing,Cross Country S,RUS,Team sprint,M,Bronze,fuck_off
2006,Turin,Skiing,Freestyle Ski.,RUS,aerials,M,Bronze,fuck_off
2006,Turin,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze,fuck_off
2006,Turin,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze,fuck_off
2006,Turin,Bobsleigh,Skeleton,SUI,individual,M,Bronze,fuck_off
2006,Turin,Bobsleigh,Skeleton,SUI,individual,W,Gold,fuck_off
2006,Turin,Curling,Curling,SUI,curling,W,Silver,fuck_off
2006,Turin,Skating,Figure skating,SUI,individual,M,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,SUI,downhill,M,Bronze,fuck_off
2006,Turin,Skiing,Alpine Skiing,SUI,downhill,W,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,SUI,super-G,M,Bronze,fuck_off
2006,Turin,Skiing,Freestyle Ski.,SUI,aerials,W,Gold,fuck_off
2006,Turin,Skiing,Snowboard,SUI,Giant parallel slalom,M,Gold,fuck_off
2006,Turin,Skiing,Snowboard,SUI,Giant parallel slalom,M,Silver,fuck_off
2006,Turin,Skiing,Snowboard,SUI,Giant parallel slalom,W,Gold,fuck_off
2006,Turin,Skiing,Snowboard,SUI,Snowboard Cross,W,Gold,fuck_off
2006,Turin,Skiing,Snowboard,SVK,Snowboard Cross,M,Silver,fuck_off
2006,Turin,Biathlon,Biathlon,SWE,"12,5km mass start",W,Gold,fuck_off
2006,Turin,Biathlon,Biathlon,SWE,7.5km,W,Silver,fuck_off
2006,Turin,Curling,Curling,SWE,curling,W,Gold,fuck_off
2006,Turin,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Gold,fuck_off
2006,Turin,Ice Hockey,Ice Hockey,SWE,ice hockey,W,Silver,fuck_off
2006,Turin,Skiing,Alpine Skiing,SWE,Alpine combined,W,Bronze,fuck_off
2006,Turin,Skiing,Alpine Skiing,SWE,downhill,W,Bronze,fuck_off
2006,Turin,Skiing,Alpine Skiing,SWE,giant slalom,W,Bronze,fuck_off
2006,Turin,Skiing,Alpine Skiing,SWE,slalom,W,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze,fuck_off
2006,Turin,Skiing,Cross Country S,SWE,"Sprint 1,5km",M,Bronze,fuck_off
2006,Turin,Skiing,Cross Country S,SWE,"Sprint 1,5km",M,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,SWE,Team sprint,M,Gold,fuck_off
2006,Turin,Skiing,Cross Country S,SWE,Team sprint,W,Gold,fuck_off
2006,Turin,Biathlon,Biathlon,UKR,7.5km,W,Bronze,fuck_off
2006,Turin,Skating,Figure skating,UKR,ice dancing,X,Bronze,fuck_off
2006,Turin,Bobsleigh,Bobsleigh,USA,two-man,W,Silver,fuck_off
2006,Turin,Curling,Curling,USA,curling,M,Bronze,fuck_off
2006,Turin,Ice Hockey,Ice Hockey,USA,ice hockey,W,Bronze,fuck_off
2006,Turin,Skating,Figure skating,USA,ice dancing,X,Silver,fuck_off
2006,Turin,Skating,Figure skating,USA,individual,W,Silver,fuck_off
2006,Turin,Skating,Short Track S.,USA,1000m,M,Bronze,fuck_off
2006,Turin,Skating,Short Track S.,USA,5000m relay,M,Bronze,fuck_off
2006,Turin,Skating,Short Track S.,USA,500m,M,Gold,fuck_off
2006,Turin,Skating,Speed skating,USA,10000m,M,Silver,fuck_off
2006,Turin,Skating,Speed skating,USA,1000m,M,Gold,fuck_off
2006,Turin,Skating,Speed skating,USA,1000m,M,Silver,fuck_off
2006,Turin,Skating,Speed skating,USA,1500m,M,Bronze,fuck_off
2006,Turin,Skating,Speed skating,USA,1500m,M,Silver,fuck_off
2006,Turin,Skating,Speed skating,USA,5000m,M,Gold,fuck_off
2006,Turin,Skating,Speed skating,USA,500m,M,Gold,fuck_off
2006,Turin,Skiing,Alpine Skiing,USA,Alpine combined,M,Gold,fuck_off
2006,Turin,Skiing,Alpine Skiing,USA,giant slalom,W,Gold,fuck_off
2006,Turin,Skiing,Freestyle Ski.,USA,moguls,M,Bronze,fuck_off
2006,Turin,Skiing,Snowboard,USA,Giant parallel slalom,W,Bronze,fuck_off
2006,Turin,Skiing,Snowboard,USA,Half-pipe,M,Gold,fuck_off
2006,Turin,Skiing,Snowboard,USA,Half-pipe,M,Silver,fuck_off
2006,Turin,Skiing,Snowboard,USA,Half-pipe,W,Gold,fuck_off
2006,Turin,Skiing,Snowboard,USA,Half-pipe,W,Silver,fuck_off
2006,Turin,Skiing,Snowboard,USA,Snowboard Cross,M,Gold,fuck_off
2006,Turin,Skiing,Snowboard,USA,Snowboard Cross,W,Silver,fuck_off
,,,,,,,,
SOURCE,IOC,,,,,,,
DATALINK,http://www.olympic.org/,,,,,,,
